 parcel_id,land_use,property_address, property_city, sale_date, sale_price, sold_as_vacant,acreage, neighborhood, land_value,building_value, total_value,finished_area,year_built, bed_rooms,full_bath,half_bath
087 02 0 072.00,SINGLE FAMILY,4221  NEW HOPE MEADOW RD,HERMITAGE,2013-01-15,150000,No,0.41,6229,35000,157700,192700,2827.09998,1989,4,3,0
095 03 0 108.00,DUPLEX,205  FAIRWAY DR,NASHVILLE,2013-01-09,165000,No,0.49,4130,26000,113200,139200,2419.78003,1951,3,2,0
095 04 0 234.00,SINGLE FAMILY,133  SPRING VALLEY RD,NASHVILLE,2013-01-07,147000,No,0.64,4130,40000,201700,248900,2414,1950,3,2,0
095 14 0 024.00,SINGLE FAMILY,530 A  WANDA DR,NASHVILLE,2013-01-17,100000,No,0.39,4130,25000,109200,137000,2100,1957,3,1,1
096 05 0 060.00,SINGLE FAMILY,279  CUMBERLAND CIR,NASHVILLE,2013-01-30,205000,No,0.74,4130,40000,151200,191200,1718.5,1941,3,2,0
096 10 0 097.00,SINGLE FAMILY,2913  TEAKWOOD DR,NASHVILLE,2013-01-11,95000,No,0.34,4131,19000,73200,92200,850,1955,2,1,0
096 13 0 062.00,SINGLE FAMILY,2729  NODYNE DR,NASHVILLE,2013-01-17,48000,No,0.22,4130,22000,67200,89200,1000,1959,2,1,0
098 09 0 009.00,SINGLE FAMILY,5717  S NEW HOPE RD,HERMITAGE,2013-01-18,207000,No,0.35,6235,43000,184400,227400,2113,1999,3,2,0
107 13 0 097.00,SINGLE FAMILY,918  CONNELLY DR,NASHVILLE,2013-01-11,89000,No,0.46,3026,17000,59500,85700,792,1949,2,1,0
107 13 0 118.00,SINGLE FAMILY,1210  CATINA DR,NASHVILLE,2013-01-15,55000,No,0.29,3026,17000,76500,93500,1240,1949,3,1,0
108 03 0 107.00,ZERO LOT LINE,1026  PATIO DR,NASHVILLE,2013-01-29,107000,No,0.17,4135,12000,47600,59600,1044,1986,2,1,1
108 03 0 156.00,ZERO LOT LINE,1024  PATIO DR,NASHVILLE,2013-01-29,107000,No,0.17,4135,12000,47700,59700,1020,1986,2,1,1
108 12 0 244.00,SINGLE FAMILY,1512  TRAILWOOD CT,NASHVILLE,2013-01-10,182000,No,0.27,4132,29000,175800,204800,2631.59998,2007,4,2,1
108 16 0 028.00,ZERO LOT LINE,1013  PLEASANT VIEW DR,NASHVILLE,2013-01-07,93000,No,0.1,4132,14300,95700,110000,1584,1984,3,2,1
109 01 0 004.00,SINGLE FAMILY,824  NORWALK DR,NASHVILLE,2013-01-18,81600,No,0.29,4132,26000,119700,145700,2062.79999,1980,3,2,0
120 01 0 095.00,SINGLE FAMILY,1212  VULTEE BLVD,NASHVILLE,2013-01-17,86500,No,0.28,3026,17000,44700,66800,1089,1952,2,1,0
120 05 0 060.00,SINGLE FAMILY,726  ROBERT BURNS DR,NASHVILLE,2013-01-25,165000,No,0.52,3027,23000,143400,171500,1915.14001,1960,4,2,1
120 05 0 061.00,SINGLE FAMILY,728  ROBERT BURNS DR,NASHVILLE,2013-01-18,120000,No,0.52,3027,23000,156000,179000,1525,1960,3,1,0
120 09 0 144.00,SINGLE FAMILY,500  DUNAILIE DR,NASHVILLE,2013-01-29,125000,No,0.4,3027,23000,141700,164700,2497.56,1963,3,2,0
136 09 0 045.00,SINGLE FAMILY,2412  BAYVIEW DR,NASHVILLE,2013-01-18,125000,No,0.24,3826,31000,107100,138100,1434,1997,3,2,0
136 14 0 036.00,SINGLE FAMILY,525  CASTLEGATE DR,NASHVILLE,2013-01-02,152000,No,0.3,4291,22500,114700,139100,2684.92999,1974,4,3,0
136 14 0 227.00,ZERO LOT LINE,1012  CARLA CT,NASHVILLE,2013-01-14,53300,No,0.13,4291,14500,69600,84100,1680,1986,3,1,1
149 04 0 113.00,SINGLE FAMILY,2615  EDGE O LAKE DR,NASHVILLE,2013-01-28,139500,No,0.26,6028,25000,112000,137000,1750,1967,3,1,1
150 03 0 075.00,SINGLE FAMILY,3261  ANDERSON RD,ANTIOCH,2013-01-08,123900,No,0.29,6027,27500,89900,117400,1515,1979,3,2,0
150 08 0 130.00,SINGLE FAMILY,1200  HUNTINGBORO CT,ANTIOCH,2013-01-18,107000,No,0.3,6027,27500,74300,101800,1087,1987,3,2,0
163 02 0 049.00,SINGLE FAMILY,4457  WINTON DR,ANTIOCH,2013-01-07,144900,No,0.27,4271,22500,103100,125600,1688,2001,3,2,1
176 05 0 067.00,SINGLE FAMILY,5016  SUNSHINE DR,ANTIOCH,2013-01-30,147362,No,0.23,6328,25000,111600,136600,2193.5,1988,3,3,0
081 16 0 675.00,SINGLE FAMILY,1006  10TH AVE N,NASHVILLE,2013-01-04,195000,No,0.1,126,40000,133200,173200,1502,2005,3,2,0
093 16 0 089.00,SINGLE FAMILY,71  CLAIBORNE ST,NASHVILLE,2013-02-05,15000,No,0.13,1426,7500,31000,38500,825,1900,2,1,0
105 04 0 088.00,DUPLEX,33  TRIMBLE ST,NASHVILLE,2013-02-12,47500,No,0.13,1426,10000,29900,39900,1192,1965,4,2,0
105 11 0 062.00,SINGLE FAMILY,1711  STEWART PL,NASHVILLE,2013-02-08,212000,No,0.17,3127,32000,145200,177200,1257,1940,3,1,0
105 11 0 120.00,SINGLE FAMILY,1713  ALLISON PL,NASHVILLE,2013-02-19,220000,No,0.17,3127,32000,136300,168300,1512,1940,3,2,0
106 15 0 002.00,SINGLE FAMILY,1977  LAVERGNE CT,NASHVILLE,2013-02-13,133450,No,0.61,3132,18000,89000,107000,1377,1954,2,1,0
119 10 0 175.00,SINGLE FAMILY,2826  HARTFORD DR,NASHVILLE,2013-02-28,216000,No,1.04,3126,26300,158700,185000,1761,1946,2,1,0
119 13 0 211.00,SINGLE FAMILY,500  RADNOR ST,NASHVILLE,2013-02-07,85000,No,0.2,3179,16000,76900,92900,1064,1935,3,1,0
119 14 0 209.00,SINGLE FAMILY,2928  WINGATE AVE,NASHVILLE,2013-02-13,164900,No,0.21,3126,26000,101300,138500,1252,1949,3,2,0
119 14 0 290.00,SINGLE FAMILY,215  RADNOR ST,NASHVILLE,2013-02-25,125000,No,0.2,3126,26000,70000,96000,952,1930,2,1,0
119 14 0 292.00,SINGLE FAMILY,211  RADNOR ST,NASHVILLE,2013-02-08,165102,No,0.2,3126,26000,137200,163200,1495.79999,1929,4,1,0
119 14 0 296.00,SINGLE FAMILY,302  SUNRISE AVE,NASHVILLE,2013-02-15,58000,No,0.17,3126,26000,71300,97300,1078,1940,2,1,0
119 15 0 081.00,SINGLE FAMILY,152  LAKE PARK DR,NASHVILLE,2013-02-15,129900,No,0.36,3131,25000,103400,128400,1850,1966,3,1,1
133 07 0 014.00,SINGLE FAMILY,3313  COLBY DR,NASHVILLE,2013-02-15,82000,No,0.37,3131,25000,62300,93600,975,1955,2,1,0
133 07 0 249.00,SINGLE FAMILY,3718  GRUBBS RD,NASHVILLE,2013-02-19,71000,No,0.23,3131,18000,79900,97900,864,1952,2,1,0
133 11 0 043.00,SINGLE FAMILY,3830  SAM BONEY DR,NASHVILLE,2013-02-26,107900,No,0.27,3926,21500,88400,109900,1550,1964,4,1,0
133 11 0 189.00,SINGLE FAMILY,3712  VALLEY RIDGE DR,NASHVILLE,2013-02-11,125700,No,0.26,3926,21500,104900,126400,1532,1968,4,1,1
146 12 0 049.00,SINGLE FAMILY,324  RANDALL DR,NASHVILLE,2013-02-28,240000,No,0.53,4026,46000,157100,203100,1386,1956,2,1,0
147 05 0 145.00,SINGLE FAMILY,4932  BRIARWOOD DR,NASHVILLE,2013-02-01,174000,No,0.46,4026,46000,212500,263100,1557,1957,3,2,0
147 09 0 022.00,SINGLE FAMILY,5035  MARCHANT DR,NASHVILLE,2013-02-28,325000,No,0.68,4026,46000,279700,325700,2430,1958,4,3,0
147 10 0 040.00,SINGLE FAMILY,5044  SUTER DR,NASHVILLE,2013-02-20,179900,No,0.33,4028,28800,150700,179500,1550,1965,3,1,1
147 10 0 085.00,DUPLEX,5119 A  BRIARWOOD DR,NASHVILLE,2013-02-12,142000,No,0.6,4028,28800,85600,116600,1738,1963,4,2,0
147 11 0 062.00,SINGLE FAMILY,520  LEEANNE DR,NASHVILLE,2013-02-14,142500,No,0.3,4028,32000,129100,161100,1430,1959,2,1,0
147 12 0 023.00,SINGLE FAMILY,4958  HOPEDALE DR,NASHVILLE,2013-02-25,115000,No,0.36,3927,26000,76300,102300,1425,1955,3,1,0
148 09 0 049.00,SINGLE FAMILY,355  MARGO LN,NASHVILLE,2013-02-08,125000,No,0.34,3927,26000,93900,119900,2288.10001,1957,2,1,1
160 11 0 046.00,SINGLE FAMILY,5608  HEARTHSTONE LN,BRENTWOOD,2013-02-07,300000,No,0.33,4027,60000,293600,353600,3420,1987,3,3,0
161 09 0 116.00,ZERO LOT LINE,407  HILL RD,NASHVILLE,2013-02-01,123000,No,0.19,4027,28800,111000,139800,1187,1985,2,2,0
162 07 0 001.00,SINGLE FAMILY,5028  SHIHMEN DR,ANTIOCH,2013-02-20,82620,No,0.34,3929,24000,77800,101800,1632,1972,3,1,0
162 10 0 217.00,SINGLE FAMILY,218  ASH GROVE DR,NASHVILLE,2013-02-22,132000,No,0.26,3929,24000,89300,113300,1459.5,1988,3,2,0
172 02 0 112.00,SINGLE FAMILY,6024  DEER TRCE,NASHVILLE,2013-02-11,340000,No,0.66,4027,67000,273500,340500,3027,1994,3,3,0
091 15 0 136.00,SINGLE FAMILY,5209  NEVADA AVE,NASHVILLE,2013-02-13,250000,No,0.17,2526,120000,411100,531100,3101.75,2013,4,3,1
091 15 0 172.00,SINGLE FAMILY,315  51ST AVE N,NASHVILLE,2013-02-26,432000,No,0.21,2526,120000,219300,339300,2457,1915,4,2,0
091 16 0 079.00,SINGLE FAMILY,4509  ELKINS AVE,NASHVILLE,2013-02-15,331000,No,0.21,2526,150000,152600,304000,1571,1906,4,2,0
091 16 0 355.00,SINGLE FAMILY,4000  DAKOTA AVE,NASHVILLE,2013-02-15,225000,No,0.21,1126,65000,149800,214800,1287,1942,2,2,0
091 16 0 390.00,SINGLE FAMILY,4303  NEVADA AVE,NASHVILLE,2013-02-25,625000,No,0.17,2526,150000,454100,604100,3421.5,2008,4,4,1
092 13 0 279.00,SINGLE FAMILY,319  CHAMBERLIN ST,NASHVILLE,2013-02-12,367000,No,0.17,1126,65000,256600,330000,2124,2012,3,3,0
102 08 0 083.00,SINGLE FAMILY,6609  WILHUGH PL,NASHVILLE,2013-02-19,247000,No,0.63,4426,115000,120500,235500,1523,1954,3,1,1
102 11 0 020.00,SINGLE FAMILY,873  W HILLWOOD DR,NASHVILLE,2013-02-21,205000,No,0.92,4426,115000,183600,298600,2240,1955,3,2,0
103 02 0 232.00,SINGLE FAMILY,5703  MAUDINA AVE,NASHVILLE,2013-02-15,130000,No,0.28,3330,35000,71500,106500,1296,1956,3,1,0
103 03 0 252.00,VACANT RES LAND,4809  NEBRASKA AVE,NASHVILLE,2013-02-01,230000,No,0.17,2526,150000,419200,584500,3243,2013,3,2,1
103 07 0 045.00,SINGLE FAMILY,5416  OAKMONT CIR,NASHVILLE,2013-02-22,203500,No,0.25,3339,45000,125200,170200,1586.88,1954,3,1,0
103 09 0 039.00,SINGLE FAMILY,162  LELAWOOD CIR,NASHVILLE,2013-02-08,350000,No,0.94,4427,135000,218400,353400,3054.1499,1967,4,2,0
103 12 0 079.00,SINGLE FAMILY,229  LAUDERDALE RD,NASHVILLE,2013-02-14,551500,No,0.17,2626,195000,363800,559900,3002,1930,4,3,0
104 01 0 181.00,DUPLEX,134 A  40TH AVE N,NASHVILLE,2013-02-15,220000,No,0.27,2526,165000,96700,262000,992,1950,4,2,0
104 05 0 163.00,SINGLE FAMILY,3713  PRINCETON AVE,NASHVILLE,2013-02-22,320000,No,0.27,2626,175000,151500,335700,1260,1935,2,1,0
104 05 0 227.00,SINGLE FAMILY,3602  WESTBROOK AVE,NASHVILLE,2013-02-19,357500,No,0.32,2626,175000,139500,342500,1276,1920,2,2,0
104 06 0 137.00,SINGLE FAMILY,3325  LOVE CIR,NASHVILLE,2013-02-14,800000,No,0.2,2426,214500,592300,806800,4091.2,2004,4,4,0
104 09 0 050.00,SINGLE FAMILY,3721  CENTRAL AVE,NASHVILLE,2013-02-14,563570,No,0.22,2626,195000,349800,544800,2328,1920,3,2,0
104 09 0 238.00,SINGLE FAMILY,205  BOWLING AVE,NASHVILLE,2013-02-25,1125000,No,0.41,2626,210000,915000,1125000,4101.57004,1908,4,3,0
104 15 0 051.00,SINGLE FAMILY,2618  ASHWOOD AVE,NASHVILLE,2013-02-01,425000,No,0.18,2426,214500,126400,341500,1629,1925,4,2,0
104 15 0 294.00,SINGLE FAMILY,2702  WESTWOOD AVE,NASHVILLE,2013-02-13,425000,No,0.21,2426,214500,161000,375500,1718,1935,4,2,0
104 15 0 388.00,SINGLE FAMILY,2503  WESTWOOD AVE,NASHVILLE,2013-02-26,368000,No,0.26,2426,214500,138000,352500,1413,1945,3,3,1
104 15 0 479.00,SINGLE FAMILY,2617  ASHWOOD AVE,NASHVILLE,2013-02-15,810000,No,0.18,2426,214500,498100,741800,3694,2012,3,3,0
104 16 0 259.00,SINGLE FAMILY,1808  SWEETBRIAR AVE,NASHVILLE,2013-02-15,307000,No,0.26,2226,180000,640500,855000,3986.75,2013,4,4,0
105 01 0 143.00,SINGLE FAMILY,1030  VILLA PL,NASHVILLE,2013-02-15,510000,No,0.17,1026,60000,445100,505100,3038,1920,4,3,1
105 01 0 509.00,SINGLE FAMILY,1000  SOUTHSIDE PL,NASHVILLE,2013-02-01,125000,No,0.17,1026,35000,86300,121300,1161,1972,3,1,0
105 14 0 299.00,SINGLE FAMILY,2200  LINDELL AVE,NASHVILLE,2013-02-22,175000,No,0.3,1627,90000,170100,260100,1650,1970,2,2,0
115 03 0 037.00,SINGLE FAMILY,762  BROOK HOLLOW RD,NASHVILLE,2013-02-11,268900,No,0.95,4426,135000,124700,259700,1874,1959,2,1,0
115 05 0 032.00,SINGLE FAMILY,6563  BROWNLEE DR,NASHVILLE,2013-02-01,390000,No,1.76,4428,204000,189100,409200,2403,1920,3,1,1
115 10 0 024.00,SINGLE FAMILY,6525  CORNWALL DR,NASHVILLE,2013-02-27,363500,No,1.18,4428,170000,157800,327800,2600,1965,5,3,0
116 03 0 130.00,SINGLE FAMILY,158  WOODMONT BLVD,NASHVILLE,2013-02-01,430000,No,0.34,3227,190000,207400,397400,2133,1925,3,3,0
116 04 0 135.00,SINGLE FAMILY,611  ESTES RD,NASHVILLE,2013-02-15,639900,No,0.19,3227,168000,517700,685700,3233,2012,4,3,1
116 10 0 074.00,SINGLE FAMILY,224  DEER PARK CIR,NASHVILLE,2013-02-14,1025000,No,0.43,9026,482600,519800,1002400,3555,1928,4,3,1
116 11 0 114.00,VACANT RES LAND,317  WALNUT DR,NASHVILLE,2013-02-28,840000,No,1.03,9026,722300,1494000,2216300,8223.00004,2015,5,5,2
116 13 0 065.00,SINGLE FAMILY,6029  SEDBERRY RD,NASHVILLE,2013-02-26,307400,No,0.94,4429,170000,121100,292100,1912,1956,3,2,0
116 13 0 087.00,SINGLE FAMILY,101  BELLEVUE DR S,NASHVILLE,2013-02-15,915000,No,0.72,9026,486000,410000,896000,4162,1973,4,4,0
117 04 0 313.00,SINGLE FAMILY,1907  CEDAR LN,NASHVILLE,2013-02-25,525000,No,0.32,2229,198000,187800,385800,2024.39996,1948,3,2,0
117 09 0 057.00,SINGLE FAMILY,2430  BEAR RD,NASHVILLE,2013-02-19,1700000,No,1.33,3227,240000,1826100,2115400,15378,1948,10,10,0
117 10 0 029.00,VACANT RES LAND,2431  BEAR RD,NASHVILLE,2013-02-01,900000,No,1.6,3227,288000,1822100,2149000,6754,2015,4,5,2
118 09 0 094.00,SINGLE FAMILY,1039  DRAUGHON AVE,NASHVILLE,2013-02-27,313200,No,0.3,3726,175000,170600,348900,1960,1938,4,3,0
118 13 0 123.00,SINGLE FAMILY,3617  GENERAL BATE DR,NASHVILLE,2013-02-15,460000,No,0.3,3726,175000,248400,423900,2483.39996,1951,3,2,0
130 04 0 046.00,SINGLE FAMILY,4309  SNEED RD,NASHVILLE,2013-02-25,561110,No,0.59,3229,315000,1028800,1343800,5063,2014,4,4,1
130 10 0 099.00,SINGLE FAMILY,923  WESTVIEW AVE,NASHVILLE,2013-02-20,432000,No,0.57,9026,448900,693400,1142300,4576.54493,2015,4,5,1
130 16 0 013.00,SINGLE FAMILY,4500  ALCOTT DR,NASHVILLE,2013-02-01,1355000,No,1.01,9226,349600,976700,1326300,5727,2012,5,5,2
131 04 0 152.00,SINGLE FAMILY,1107  WOODVALE DR,NASHVILLE,2013-02-15,245000,No,0.38,3727,190000,515400,726300,3208,1948,4,3,1
131 15 0 066.00,SINGLE FAMILY,4821  BELMONT PARK TER,NASHVILLE,2013-02-14,490000,No,1.1,3728,245000,160700,428200,3117,1955,4,3,0
132 13 0 057.00,SINGLE FAMILY,930  ROBERTSON ACADEMY RD,NASHVILLE,2013-02-28,560000,No,1.02,9529,250000,286200,536200,2655,1954,3,3,0
145 05 0 029.00,SINGLE FAMILY,1241  VINTAGE PL,NASHVILLE,2013-02-08,705000,No,2.04,9226,380000,341300,726800,6168.08001,1976,5,4,0
146 05 0 002.00,SINGLE FAMILY,963  OVERTON LEA RD,NASHVILLE,2013-02-01,1100000,No,9.28,9529,625600,528900,1254200,8396,1951,6,5,0
146 10 0 076.00,SINGLE FAMILY,828  OTTER CREEK RD,NASHVILLE,2013-02-15,1550000,No,2.12,9529,357600,1386600,1744200,8959.01502,2009,5,4,1
158 12 0 012.00,SINGLE FAMILY,1706  OLD HICKORY BLVD,BRENTWOOD,2013-02-28,566920,No,2.82,9226,344500,222400,566900,5180.85,1968,3,4,1
159 00 0 194.00,SINGLE FAMILY,1428  OLD HICKORY BLVD,BRENTWOOD,2013-02-04,650000,No,2,9226,315000,561100,876100,6284,1977,5,5,0
159 02 0 037.00,SINGLE FAMILY,1235  CARL SEYFERT MEMORIAL DR,BRENTWOOD,2013-02-11,456500,No,1.23,9226,315000,179300,494300,3618,1974,4,4,0
160 06 0 041.00,SINGLE FAMILY,880  HILLHAVEN CT,NASHVILLE,2013-02-04,400000,No,1.68,9530,200000,215200,425400,4466.02002,1972,4,3,0
081 07 0 021.00,SINGLE FAMILY,2107  18TH AVE N,NASHVILLE,2013-02-13,42500,No,0.07,3326,11000,70800,81800,1134,2010,3,1,0
081 07 0 021.00,SINGLE FAMILY,2107  18TH AVE N,NASHVILLE,2013-02-13,42500,No,0.07,3326,11000,70800,81800,1134,2010,3,1,0
081 07 0 172.00,SINGLE FAMILY,1714  ST LOUIS ST,NASHVILLE,2013-02-01,25000,No,0.17,3326,11000,71600,82600,1030,2013,3,2,0
081 07 0 381.00,SINGLE FAMILY,1917  CEPHAS ST,NASHVILLE,2013-02-01,25000,No,0.13,226,11000,103300,114300,1284,2014,3,2,0
081 11 0 237.00,SINGLE FAMILY,1751  16TH AVE N,NASHVILLE,2013-02-20,7000,No,0.12,226,13000,38000,51000,837,1920,2,1,0
081 15 0 039.00,VACANT RES LAND,1409  22ND AVE N,NASHVILLE,2013-02-19,9500,No,0.17,226,13000,110600,123600,1310.35004,2013,3,2,0
081 15 0 142.00,SINGLE FAMILY,1809  UNDERWOOD ST,NASHVILLE,2013-02-15,108000,No,0.17,226,13000,115300,128300,1294,2012,3,2,0
081 15 0 160.00,SINGLE FAMILY,1814  KNOWLES ST,NASHVILLE,2013-02-01,22700,No,0.17,226,13000,108400,121400,2152.5,1920,3,1,0
090 11 0 007.00,SINGLE FAMILY,641  RIVER ROUGE DR,NASHVILLE,2013-02-01,290000,No,0.45,3328,48000,169400,218500,2150,1962,3,1,0
091 05 0 046.00,DUPLEX,615  RIES AVE,NASHVILLE,2013-02-14,85400,No,0.23,3329,18000,75400,93400,1508,1976,4,2,0
091 06 0 312.00,SINGLE FAMILY,5412  KENTUCKY AVE,NASHVILLE,2013-02-07,107500,No,0.19,1226,45000,72500,117500,996,1935,2,1,0
091 09 0 258.00,DUPLEX,616 A  EASTBORO DR,NASHVILLE,2013-02-15,145000,No,0.24,3329,24000,82000,106000,1500,1980,4,2,0
091 11 0 090.00,SINGLE FAMILY,4703  ILLINOIS AVE,NASHVILLE,2013-02-13,229900,No,0.06,1226,50000,180500,234300,1680,2012,3,3,0
091 11 0 393.00,SINGLE FAMILY,4703 B  ILLINOIS AVE,NASHVILLE,2013-02-11,229900,No,0.06,1226,50000,178100,231900,1680,2012,3,3,0
092 05 0 325.00,SINGLE FAMILY,2905  CLIFTON AVE,NASHVILLE,2013-02-08,20000,No,0.14,1127,13000,44200,58900,1025,1935,3,1,0
102 07 0 014.00,SINGLE FAMILY,6653  CABOT DR,NASHVILLE,2013-02-13,60000,No,0.28,3328,31000,105800,136800,1188,1968,3,1,0
059 10 0 003.00,SINGLE FAMILY,3018  HUMMINGBIRD DR,NASHVILLE,2013-02-13,46000,No,0.71,3534,18900,59300,79200,1150,1958,3,1,0
059 14 0 107.00,SINGLE FAMILY,762  MOORMANS ARM RD,NASHVILLE,2013-02-08,75000,No,0.22,3533,21000,78700,101200,1750,1965,2,1,0
069 06 0 005.00,SINGLE FAMILY,4301  ENCHANTED CIR,NASHVILLE,2013-02-22,122500,No,0.49,3531,34000,85500,119500,2182,1965,4,2,0
012 03 0 023.00,SINGLE FAMILY,621  GAYLEMORE DR,GOODLETTSVILLE,2013-02-08,129900,No,1.05,6826,40000,138900,205600,1798,1974,3,1,1
026 09 0 028.00,SINGLE FAMILY,119  CIMA DR,GOODLETTSVILLE,2013-02-25,244000,No,0.87,9326,30800,213000,243800,3852,1961,5,3,1
032 13 0 007.00,SINGLE FAMILY,4225  WINTERBROOK RD,NASHVILLE,2013-02-25,52000,No,0.36,6828,23000,69500,92500,1100,1983,3,2,0
041 07 0 016.00,SINGLE FAMILY,3975  LAWING DR,NASHVILLE,2013-02-15,160000,No,1.21,6829,25000,99100,127600,2403.79999,1961,3,1,1
050 03 0 043.00,SINGLE FAMILY,1304  TUCKAHOE DR,NASHVILLE,2013-02-25,104400,No,0.26,6829,20000,89800,109800,1192,1987,3,2,0
050 07 0 011.00,DUPLEX,3717  VILLAGE TRL,NASHVILLE,2013-02-20,62500,No,0.23,4831,12000,42000,54000,1537,1985,4,2,0
026 03 0 007.00,SINGLE FAMILY,329  WITHAM CT,GOODLETTSVILLE,2013-02-25,145000,No,0.17,9328,26000,115900,141900,1630,1992,3,2,0
026 07 0 141.00,SINGLE FAMILY,104  DOVER CT,GOODLETTSVILLE,2013-02-19,115000,No,0.19,9328,26000,94500,120500,1227,1987,3,2,0
034 03 0 044.00,SINGLE FAMILY,118  SHEPHERD HILLS DR,MADISON,2013-02-06,70000,No,0.94,6834,32000,90200,122200,1512,1956,2,1,1
052 01 0 012.00,SINGLE FAMILY,337  HARRIS ST,MADISON,2013-02-15,35000,No,0.16,6927,16000,42900,58900,849,1950,2,1,0
052 02 0 280.00,SINGLE FAMILY,571  NEELYS BEND RD,MADISON,2013-02-15,123500,No,0.23,6927,16000,116900,132900,1283,2012,3,2,0
052 05 0 038.00,SINGLE FAMILY,328  MADISON BLVD,MADISON,2013-02-13,68000,No,0.25,6927,16000,56700,72700,1355,1950,2,1,0
052 06 0 086.00,SINGLE FAMILY,828  NEELYS BEND RD,MADISON,2013-02-05,155000,No,0.75,6927,33000,208900,241900,3678,1985,4,3,0
052 09 0 141.00,SINGLE FAMILY,1253  FERNBANK DR,MADISON,2013-02-14,222000,No,0.69,6926,60000,104700,168900,1716,1939,2,1,0
060 08 0 041.00,SINGLE FAMILY,3105  HILLSIDE RD,NASHVILLE,2013-02-14,67000,No,0.2,4830,16200,75100,101900,1136,1964,3,1,0
060 08 0 055.00,SINGLE FAMILY,205  BEN ALLEN RD,NASHVILLE,2013-02-26,90000,No,0.46,4830,18000,111800,143300,1860,1963,4,2,1
060 16 0 199.00,SINGLE FAMILY,2730  OAKWOOD AVE,NASHVILLE,2013-02-25,103900,No,0.18,4828,20000,60900,80900,937,1970,3,1,0
061 03 0 126.00,SINGLE FAMILY,1008  SOLLEY DR,NASHVILLE,2013-02-01,136500,No,0.21,7332,29900,133700,169100,1600,1951,2,1,0
061 07 0 115.00,SINGLE FAMILY,993  GWYNN DR,NASHVILLE,2013-02-04,96000,No,0.17,7332,26000,66200,92200,768,1948,2,1,0
061 11 0 056.00,SINGLE FAMILY,935  CURDWOOD BLVD,NASHVILLE,2013-02-15,178500,No,0.17,7332,28200,141800,170000,1665,1938,4,2,0
061 14 0 058.00,SINGLE FAMILY,1067  HORSESHOE DR,NASHVILLE,2013-02-12,199900,No,0.23,7332,30000,134400,168100,1380,1946,4,2,0
061 14 0 117.00,SINGLE FAMILY,3801  BURRUS ST,NASHVILLE,2013-02-21,137000,No,0.18,7332,28200,93700,139400,933,1950,2,1,0
061 15 0 269.00,SINGLE FAMILY,1424  NORVEL AVE,NASHVILLE,2013-02-22,162000,No,0.23,7328,30000,144100,183000,1348,1945,2,2,0
061 16 0 135.00,SINGLE FAMILY,4112  ADDINE ST,NASHVILLE,2013-02-25,90000,No,0.18,7328,30000,88400,118400,1247.12,1940,4,1,1
063 01 0 026.00,SINGLE FAMILY,605  NAWAKWA TRL,MADISON,2013-02-15,149500,No,6.49,6926,90500,39000,129800,1024,1930,2,1,0
063 02 0 020.00,SINGLE FAMILY,1512  MOHAWK TRL,MADISON,2013-02-08,64000,No,0.18,6926,18000,69200,87200,1097,1988,3,2,0
063 02 0 023.00,SINGLE FAMILY,1518  MOHAWK TRL,MADISON,2013-02-08,58000,No,0.18,6926,18000,69900,87900,1110,1988,3,2,0
071 04 0 178.00,SINGLE FAMILY,2512  WOODYHILL DR,NASHVILLE,2013-02-22,132000,No,0.99,4832,25000,96500,132000,1156,1951,3,2,0
071 07 0 039.00,SINGLE FAMILY,216  QUEEN AVE,NASHVILLE,2013-02-06,18500,No,0.16,4832,10000,71300,81300,720,1945,2,1,0
071 15 0 083.00,SINGLE FAMILY,113  EASTMORELAND ST,NASHVILLE,2013-02-19,15000,No,0.17,3426,15000,45500,61600,1501,1910,3,1,0
071 15 0 215.00,SINGLE FAMILY,1311 A  STAINBACK AVE,NASHVILLE,2013-02-21,42500,No,0.2,3426,15000,38000,53000,686,1948,2,1,0
071 16 0 210.00,SINGLE FAMILY,1200  N 6TH ST,NASHVILLE,2013-02-14,238750,No,0.22,2026,27000,198400,235500,2151,1940,3,2,1
072 01 0 051.00,SINGLE FAMILY,2514  BETHWOOD DR,NASHVILLE,2013-02-04,45000,No,0.18,4828,20000,60700,82200,1109,1973,3,1,0
072 02 0 015.00,SINGLE FAMILY,1003  IVERSON AVE,NASHVILLE,2013-02-11,103000,No,0.22,3628,26900,85300,112200,1094,1940,2,1,0
072 03 0 096.00,RESIDENTIAL COMBO/MISC,1301  MCCHESNEY AVE,NASHVILLE,2013-02-20,230000,No,0.52,7328,40000,227500,284700,2608.5,1930,5,1,1
072 03 0 253.00,SINGLE FAMILY,1311  GREENFIELD AVE,NASHVILLE,2013-02-15,125000,No,0.49,7328,44000,127800,171800,1247,1925,2,1,0
072 04 0 042.00,SINGLE FAMILY,1414  SHELTON AVE,NASHVILLE,2013-02-19,158500,No,0.25,7328,37000,121400,158400,1514,1948,2,2,0
072 07 0 169.00,SINGLE FAMILY,1239  MCGAVOCK PIKE,NASHVILLE,2013-02-11,118000,No,0.3,7328,37000,75500,118900,768,1945,2,1,0
072 08 0 266.00,SINGLE FAMILY,2300  STRATFORD AVE,NASHVILLE,2013-02-22,200000,No,0.4,7330,33000,167300,200300,1753.81,2003,3,2,1
